,Raft,Nutrients,Mixing,Spores,Trt,Bag,Day,NDay,UA,UJ,UM,MA,MJ,MM,Chaob,EdChl,TP,TN,InfDensity,UninfDensity,TotalDensity,PrevTotal,InfCount,UninfCount,TotalCount,LogTotDens,LogUninfDens,LogInfDens,LogEdChl,LogTP,LogTN
1,1,Low,Mix,Spores,Low Mix Spores,1,1,1,26,45,0,0,0,0,0,3.9,10.72754465,546.61,75.33961803,5349.11288,5349.11288,0,0,71,71,8.584686009,8.584686009,4.322006132,1.360976553,2.3728147,6.303735568
2,1,High,Mix,No,High Mix No,2,1,1,19,62,0,0,0,0,0,3.83,12.388314,483.985,75.33961803,6102.509061,6102.509061,0,0,81,81,8.716455287,8.716455287,4.322006132,1.342864803,2.516753609,6.182053915
4,1,High,No,No,High No No,4,1,1,44,63,0,0,0,0,0,2.68,8.218722878,421.36,75.33961803,8061.339129,8061.339129,0,0,107,107,8.994834967,8.994834967,4.322006132,0.985816795,2.106414829,6.043487575
5,1,Low,Mix,No,Low Mix No,5,1,1,35,43,0,0,0,0,0,2.79,9.985498776,421.36,75.33961803,5876.490206,5876.490206,0,0,78,78,8.678714959,8.678714959,4.322006132,1.026041596,2.301133918,6.043487575
6,1,High,Mix,Spores,High Mix Spores,6,1,1,48,75,0,0,0,0,0,2.72,7.582683554,358.735,75.33961803,9266.773018,9266.773018,0,0,123,123,9.134190488,9.134190488,4.322006132,1.00063188,2.025867168,5.882583954
7,1,Low,No,No,Low No No,7,1,1,38,68,0,0,0,0,0,2.93,8.943100996,421.36,75.33961803,7985.999511,7985.999511,0,0,106,106,8.985445226,8.985445226,4.322006132,1.075002423,2.190882397,6.043487575
8,1,High,No,Spores,High No Spores,8,1,1,24,81,0,0,0,0,0,2.56,10.51553155,406.146,75.33961803,7910.659893,7910.659893,0,0,105,105,8.975966482,8.975966482,4.322006132,0.940007258,2.352853359,6.006712701
10,2,Low,No,Spores,Low No Spores,10,1,1,35,62,0,0,0,0,0,3.23,6.999647508,421.36,75.33961803,7307.942949,7307.942949,0,0,97,97,8.896717111,8.896717111,4.322006132,1.172482137,1.945859792,6.043487575
11,2,High,Mix,Spores,High Mix Spores,11,1,1,41,67,0,0,0,0,1,3.2,8.483739262,421.36,75.33961803,8136.678747,8136.678747,0,0,108,108,9.004137359,9.004137359,4.322006132,1.16315081,2.138151303,6.043487575
12,2,Low,Mix,No,Low Mix No,12,1,1,23,78,1,0,0,0,2,2.95,6.575621292,421.36,75.33961803,7684.641039,7684.641039,0,0,102,102,8.946978946,8.946978946,4.322006132,1.08180517,1.883369067,6.043487575
13,2,High,No,Spores,High No Spores,13,1,1,21,52,0,0,0,0,0,2.77,7.971374252,421.36,75.33961803,5499.792116,5499.792116,0,0,73,73,8.612465573,8.612465573,4.322006132,1.01884732,2.075856906,6.043487575
15,2,High,Mix,No,High Mix No,15,1,1,44,57,0,0,0,0,1,2.37,7.998074135,358.735,75.33961803,7609.301421,7609.301421,0,0,101,101,8.937126649,8.937126649,4.322006132,0.862889955,2.07920078,5.882583954
16,2,Low,Mix,Spores,Low Mix Spores,16,1,1,57,71,0,0,0,0,0,3.1,8.456965367,358.735,75.33961803,9643.471108,9643.471108,0,0,128,128,9.174036396,9.174036396,4.322006132,1.131402111,2.134990406,5.882583954
17,3,Low,No,No,Low No No,17,1,1,16,41,0,0,0,0,0,2.54,8.068672786,421.36,75.33961803,4294.358228,4294.358228,0,0,57,57,8.3650574,8.3650574,4.322006132,0.932164081,2.087989006,6.043487575
18,3,High,No,Spores,High No Spores,18,1,1,16,37,0,0,0,0,0,3.34,9.004104913,421.36,75.33961803,3992.999756,3992.999756,0,0,53,53,8.292298046,8.292298046,4.322006132,1.205970807,2.197680575,6.043487575
19,3,Low,Mix,No,Low Mix No,19,1,1,24,41,0,0,0,0,1,2.49,8.086322449,546.61,75.33961803,4897.075172,4897.075172,0,0,65,65,8.496393402,8.496393402,4.322006132,0.91228271,2.090174048,6.303735568
22,3,High,No,No,High No No,22,1,1,12,26,0,0,0,0,0,2.74,7.945125146,432.6763,75.33961803,2862.905485,2862.905485,0,0,38,38,7.959592292,7.959592292,4.322006132,1.00795792,2.072558551,6.069989873
23,3,Low,Mix,Spores,Low Mix Spores,23,1,1,7,30,0,0,0,0,0,2.49,8.47461503,421.36,75.33961803,2787.565867,2787.565867,0,0,37,37,7.932924045,7.932924045,4.322006132,0.91228271,2.137075228,6.043487575
24,3,High,Mix,No,High Mix No,24,1,1,4,11,0,0,0,0,0,2.99,9.780690075,358.735,75.33961803,1130.09427,1130.09427,0,0,15,15,7.030056333,7.030056333,4.322006132,1.095273387,2.280410041,5.882583954
25,4,Low,No,Spores,Low No Spores,25,1,1,10,25,0,0,0,0,0,2.69,7.821577507,421.36,75.33961803,2636.886631,2636.886631,0,0,35,35,7.877354194,7.877354194,4.322006132,0.989541194,2.056886261,6.043487575
26,4,High,No,No,High No No,26,1,1,11,32,0,0,0,0,0,3.53,7.874526495,358.735,75.33961803,3239.603575,3239.603575,0,0,43,43,8.083206248,8.083206248,4.322006132,1.261297871,2.063633055,5.882583954
27,4,Low,Mix,No,Low Mix No,27,1,1,4,25,0,0,0,0,0,3.33,10.38077861,438.63,75.33961803,2184.848923,2184.848923,0,0,29,29,7.689301962,7.689301962,4.322006132,1.202972304,2.339955886,6.083656233
28,4,High,Mix,Spores,High Mix Spores,28,1,1,8,22,0,0,0,0,1,3.25,7.556832566,367.1856,75.33961803,2260.188541,2260.188541,0,0,30,30,7.723203514,7.723203514,4.322006132,1.178654996,2.02245213,5.905867442
29,4,Low,No,No,Low No No,29,1,1,7,27,0,0,0,0,1,3.48,8.951155924,421.36,75.33961803,2561.547013,2561.547013,0,0,34,34,7.848366657,7.848366657,4.322006132,1.247032294,2.191782677,6.043487575
30,4,Low,Mix,Spores,Low Mix Spores,30,1,1,9,24,0,0,0,0,0,6.37,10.96321748,414.8152,75.33961803,2486.207395,2486.207395,0,0,33,33,7.818513694,7.818513694,4.322006132,1.85159947,2.394545804,6.02783312
31,4,High,No,Spores,High No Spores,31,1,1,16,18,0,0,0,0,0,5.37,11.59860534,444.5837,75.33961803,2561.547013,2561.547013,0,0,34,34,7.848366657,7.848366657,4.322006132,1.680827909,2.450884862,6.097138339
32,4,High,Mix,No,High Mix No,32,1,1,6,15,0,0,0,0,0,3.5,7.945125146,483.985,75.33961803,1582.131979,1582.131979,0,0,21,21,7.36652857,7.36652857,4.322006132,1.252762968,2.072558551,6.182053915
33,1,Low,Mix,Spores,Low Mix Spores,1,3,2,126,122,0,0,0,0,0,NA,NA,NA,75.33961803,18684.22527,18684.22527,0,0,248,248,9.835434878,9.835434878,4.322006132,NA,NA,NA
34,1,High,Mix,No,High Mix No,2,3,2,124,222,0,0,0,0,1,NA,NA,NA,75.33961803,26067.50784,26067.50784,0,0,346,346,10.16844491,10.16844491,4.322006132,NA,NA,NA
36,1,High,No,No,High No No,4,3,2,121,154,0,0,0,0,0,NA,NA,NA,75.33961803,20718.39496,20718.39496,0,0,275,275,9.93877723,9.93877723,4.322006132,NA,NA,NA
37,1,Low,Mix,No,Low Mix No,5,3,2,95,86,1,0,0,0,0,NA,NA,NA,75.33961803,13711.81048,13711.81048,0,0,182,182,9.526012819,9.526012819,4.322006132,NA,NA,NA
38,1,High,Mix,Spores,High Mix Spores,6,3,2,105,155,0,0,0,0,0,NA,NA,NA,75.33961803,19588.30069,19588.30069,0,0,260,260,9.882687763,9.882687763,4.322006132,NA,NA,NA
39,1,Low,No,No,Low No No,7,3,2,58,144,0,0,0,0,0,NA,NA,NA,75.33961803,15218.60284,15218.60284,0,0,202,202,9.63027383,9.63027383,4.322006132,NA,NA,NA
40,1,High,No,Spores,High No Spores,8,3,2,29,89,0,0,0,0,0,NA,NA,NA,75.33961803,8890.074928,8890.074928,0,0,118,118,9.092690757,9.092690757,4.322006132,NA,NA,NA
42,2,Low,No,Spores,Low No Spores,10,3,2,30,85,0,0,0,0,0,NA,NA,NA,75.33961803,8664.056074,8664.056074,0,0,115,115,9.066938261,9.066938261,4.322006132,NA,NA,NA
43,2,High,Mix,Spores,High Mix Spores,11,3,2,106,107,0,0,0,0,1,NA,NA,NA,75.33961803,16047.33864,16047.33864,0,0,213,213,9.683298298,9.683298298,4.322006132,NA,NA,NA
44,2,Low,Mix,No,Low Mix No,12,3,2,107,158,0,0,0,0,2,NA,NA,NA,75.33961803,19964.99878,19964.99878,0,0,265,265,9.901735958,9.901735958,4.322006132,NA,NA,NA
45,2,High,No,Spores,High No Spores,13,3,2,61,118,0,0,0,0,1,NA,NA,NA,75.33961803,13485.79163,13485.79163,0,0,179,179,9.509391938,9.509391938,4.322006132,NA,NA,NA
47,2,High,Mix,No,High Mix No,15,3,2,59,96,0,0,0,0,1,NA,NA,NA,75.33961803,11677.64079,11677.64079,0,0,155,155,9.365431249,9.365431249,4.322006132,NA,NA,NA
48,2,Low,Mix,Spores,Low Mix Spores,16,3,2,24,58,0,0,0,0,0,NA,NA,NA,75.33961803,6177.848679,6177.848679,0,0,82,82,8.72872538,8.72872538,4.322006132,NA,NA,NA
49,3,Low,No,No,Low No No,17,3,2,52,97,0,0,0,0,0,NA,NA,NA,75.33961803,11225.60309,11225.60309,0,0,149,149,9.325952438,9.325952438,4.322006132,NA,NA,NA
50,3,High,No,Spores,High No Spores,18,3,2,71,96,0,0,0,0,0,NA,NA,NA,75.33961803,12581.71621,12581.71621,0,0,167,167,9.439999945,9.439999945,4.322006132,NA,NA,NA
51,3,Low,Mix,No,Low Mix No,19,3,2,60,69,0,0,0,0,1,NA,NA,NA,75.33961803,9718.810726,9718.810726,0,0,129,129,9.181818537,9.181818537,4.322006132,NA,NA,NA
54,3,High,No,No,High No No,22,3,2,57,96,0,0,0,0,0,NA,NA,NA,75.33961803,11526.96156,11526.96156,0,0,153,153,9.352444054,9.352444054,4.322006132,NA,NA,NA
55,3,Low,Mix,Spores,Low Mix Spores,23,3,2,54,60,0,0,0,0,0,NA,NA,NA,75.33961803,8588.716456,8588.716456,0,0,114,114,9.058204581,9.058204581,4.322006132,NA,NA,NA
56,3,High,Mix,No,High Mix No,24,3,2,11,32,0,0,0,0,0,NA,NA,NA,75.33961803,3239.603575,3239.603575,0,0,43,43,8.083206248,8.083206248,4.322006132,NA,NA,NA
57,4,Low,No,Spores,Low No Spores,25,3,2,19,60,0,0,0,0,0,NA,NA,NA,75.33961803,5951.829825,5951.829825,0,0,79,79,8.691453985,8.691453985,4.322006132,NA,NA,NA
58,4,High,No,No,High No No,26,3,2,20,58,0,0,0,0,0,NA,NA,NA,75.33961803,5876.490206,5876.490206,0,0,78,78,8.678714959,8.678714959,4.322006132,NA,NA,NA
59,4,Low,Mix,No,Low Mix No,27,3,2,25,43,0,0,0,0,0,NA,NA,NA,75.33961803,5123.094026,5123.094026,0,0,68,68,8.541513837,8.541513837,4.322006132,NA,NA,NA
60,4,High,Mix,Spores,High Mix Spores,28,3,2,22,63,0,0,0,0,0,NA,NA,NA,75.33961803,6403.867533,6403.867533,0,0,85,85,8.764657389,8.764657389,4.322006132,NA,NA,NA
61,4,Low,No,No,Low No No,29,3,2,23,37,0,0,0,0,0,NA,NA,NA,75.33961803,4520.377082,4520.377082,0,0,60,60,8.416350695,8.416350695,4.322006132,NA,NA,NA
62,4,Low,Mix,Spores,Low Mix Spores,30,3,2,27,44,0,0,0,0,1,NA,NA,NA,75.33961803,5349.11288,5349.11288,0,0,71,71,8.584686009,8.584686009,4.322006132,NA,NA,NA
63,4,High,No,Spores,High No Spores,31,3,2,42,41,0,0,0,0,0,NA,NA,NA,75.33961803,6253.188297,6253.188297,0,0,83,83,8.74084674,8.74084674,4.322006132,NA,NA,NA
64,4,High,Mix,No,High Mix No,32,3,2,23,59,0,0,0,0,1,NA,NA,NA,75.33961803,6177.848679,6177.848679,0,0,82,82,8.72872538,8.72872538,4.322006132,NA,NA,NA
65,1,Low,Mix,Spores,Low Mix Spores,1,5,3,94,228,0,0,0,0,0,1.89,4.334130677,563.6577,75.33961803,24259.35701,24259.35701,0,0,322,322,10.09655768,10.09655768,4.322006132,0.636576829,1.466521054,6.334447152
66,1,High,Mix,No,High Mix No,2,5,3,54,114,0,0,0,0,1,2.03,5.80770221,486.2596,75.33961803,12657.05583,12657.05583,0,0,168,168,9.445970112,9.445970112,4.322006132,0.708035793,1.759185004,6.186742638
68,1,High,No,No,High No No,4,5,3,66,122,0,0,0,0,0,2.13,9.082305617,553.0012,75.33961803,14163.84819,14163.84819,0,0,188,188,9.558448095,9.558448095,4.322006132,0.75612198,2.206328083,6.315360172
69,1,Low,Mix,No,Low Mix No,5,5,3,85,175,0,0,0,0,0,3.19,10.26480129,486.2596,75.33961803,19588.30069,19588.30069,0,0,260,260,9.882687763,9.882687763,4.322006132,1.160020917,2.328720692,6.186742638
70,1,High,Mix,Spores,High Mix Spores,6,5,3,55,150,0,0,0,0,0,2.24,7.845233219,521.2936,75.33961803,15444.6217,15444.6217,0,0,205,205,9.645016111,9.645016111,4.322006132,0.806475866,2.059906114,6.256313415
71,1,Low,No,No,Low No No,7,5,3,55,128,0,0,0,0,0,2.24,6.735506509,521.9818,75.33961803,13787.1501,13787.1501,0,0,183,183,9.531492285,9.531492285,4.322006132,0.806475866,1.907393013,6.257632721
72,1,High,No,Spores,High No Spores,8,5,3,42,110,0,0,0,0,0,2.04,7.481388396,521.2936,75.33961803,11451.62194,11451.62194,0,0,152,152,9.345886653,9.345886653,4.322006132,0.712949808,2.012418389,6.256313415
74,2,Low,No,Spores,Low No Spores,10,5,3,72,145,0,0,0,0,0,2.3,5.935047898,498.167,75.33961803,16348.69711,16348.69711,0,0,217,217,9.701903486,9.701903486,4.322006132,0.832909123,1.780875098,6.210935362
75,2,High,Mix,Spores,High Mix Spores,11,5,3,71,181,0,0,0,0,0,2.27,7.736079772,478.5434824,75.33961803,18985.58374,18985.58374,0,0,252,252,9.85143522,9.85143522,4.322006132,0.819779831,2.04589507,6.170747079
76,2,Low,Mix,No,Low Mix No,12,5,3,39,123,0,0,0,0,0,3.36,14.41946451,448.5688,75.33961803,12205.01812,12205.01812,0,0,162,162,9.409602468,9.409602468,4.322006132,1.211940974,2.668578996,6.10606207
77,2,High,No,Spores,High No Spores,13,5,3,77,205,0,0,0,0,1,2.51,6.160836579,442.5084,75.33961803,21245.77228,21245.77228,0,0,282,282,9.963913203,9.963913203,4.322006132,0.920282753,1.818212577,6.092459447
79,2,High,Mix,No,High Mix No,15,5,3,41,151,0,0,0,0,0,2.09,7.509771079,484.9312,75.33961803,14465.20666,14465.20666,0,0,192,192,9.579501504,9.579501504,4.322006132,0.737164066,2.016204983,6.184007025
80,2,Low,Mix,Spores,Low Mix Spores,16,5,3,46,94,0,0,0,0,0,2.47,10.04170696,436.448,75.33961803,10547.54652,10547.54652,0,0,140,140,9.263648555,9.263648555,4.322006132,0.904218151,2.306747116,6.078669239
81,3,Low,No,No,Low No No,17,5,3,178,212,0,0,0,0,0,2.36,7.437100959,429.8727273,75.33961803,29382.45103,29382.45103,0,0,390,390,10.28815287,10.28815287,4.322006132,0.858661619,2.006481117,6.063489182
82,3,High,No,Spores,High No Spores,18,5,3,163,215,0,0,0,0,0,2.34,8.504265919,412.2064,75.33961803,28478.37562,28478.37562,0,0,378,378,10.25690033,10.25690033,4.322006132,0.850150929,2.14056791,6.021524195
83,3,Low,Mix,No,Low Mix No,19,5,3,147,204,0,0,0,0,5,2.27,6.966824875,414.8152,75.33961803,26444.20593,26444.20593,0,0,351,351,10.18279236,10.18279236,4.322006132,0.819779831,1.941159579,6.02783312
86,3,High,No,No,High No No,22,5,3,4,48,0,0,0,0,0,3.67,13.29746447,424.3272,75.33961803,3917.660138,3917.660138,0,0,52,52,8.273249851,8.273249851,4.322006132,1.300191662,2.587573376,6.050504856
87,3,Low,Mix,Spores,Low Mix Spores,23,5,3,21,41,0,0,0,0,0,3.09,8.251040335,412.2064,75.33961803,4671.056318,4671.056318,0,0,62,62,8.449140517,8.449140517,4.322006132,1.128171091,2.110339294,6.021524195
88,3,High,Mix,No,High Mix No,24,5,3,40,44,0,0,0,0,0,2.7,19.70045422,478.8708,75.33961803,6328.527915,6328.527915,0,0,84,84,8.752822931,8.752822931,4.322006132,0.993251773,2.980641692,6.171430832
89,4,Low,No,Spores,Low No Spores,25,5,3,18,78,0,0,0,0,2,3.2,9.26394267,545.7966,75.33961803,7232.603331,7232.603331,0,0,96,96,8.886354324,8.886354324,4.322006132,1.16315081,2.226129732,6.302246379
90,4,High,No,No,High No No,26,5,3,52,116,0,0,0,0,0,2.72,13.0080638,466.75,75.33961803,12657.05583,12657.05583,0,0,168,168,9.445970112,9.445970112,4.322006132,1.00063188,2.565569457,6.145793782
91,4,Low,Mix,No,Low Mix No,27,5,3,28,51,0,0,0,0,0,3.15,7.87120196,381.9044,75.33961803,5951.829825,5951.829825,0,0,79,79,8.691453985,8.691453985,4.322006132,1.147402453,2.063210778,5.945170316
92,4,High,Mix,Spores,High Mix Spores,28,5,3,16,29,0,0,0,0,0,3.1,7.057262584,454.6292,75.33961803,3390.282811,3390.282811,0,0,45,45,8.128668622,8.128668622,4.322006132,1.131402111,1.95405724,6.119482142
93,4,Low,No,No,Low No No,29,5,3,54,119,0,0,0,0,0,3.14,11.38018505,346.4993212,75.33961803,13033.75392,13033.75392,0,0,173,173,9.475297727,9.475297727,4.322006132,1.1442228,2.43187369,5.84788086
94,4,Low,Mix,Spores,Low Mix Spores,30,5,3,55,84,0,0,0,0,0,3.07,10.96417159,351.6024,75.33961803,10472.20691,10472.20691,0,0,139,139,9.256480065,9.256480065,4.322006132,1.121677562,2.394632829,5.862500992
95,4,High,No,Spores,High No Spores,31,5,3,74,115,0,0,0,0,0,3.11,14.34654188,394.0252,75.33961803,14239.18781,14239.18781,0,0,189,189,9.563753147,9.563753147,4.322006132,1.134622726,2.663508929,5.976414867
96,4,High,Mix,No,High Mix No,32,5,3,24,45,0,0,0,0,0,2.23,9.083067253,394.0252,75.33961803,5198.433644,5198.433644,0,0,69,69,8.556112637,8.556112637,4.322006132,0.802001585,2.206411939,5.976414867
97,1,Low,Mix,Spores,Low Mix Spores,1,8,4,107,586,0,0,0,0,0,3.64,7.939302717,511.8055,75.33961803,52210.3553,52210.3553,0,0,693,693,10.86303613,10.86303613,4.322006132,1.291983682,2.071825452,6.23794467
98,1,High,Mix,No,High Mix No,2,8,4,150,333,0,0,0,0,0,3.51,14.15549465,483.985,75.33961803,36389.03551,36389.03551,0,0,483,483,10.50202279,10.50202279,4.322006132,1.255616037,2.650102863,6.182053915
100,1,High,No,No,High No No,4,8,4,220,622,0,0,0,0,0,3.04,16.73380153,557.704,75.33961803,63435.95838,63435.95838,0,0,842,842,11.05778615,11.05778615,4.322006132,1.111857515,2.817430718,6.323828356
101,1,Low,Mix,No,Low Mix No,5,8,4,161,382,0,0,0,0,0,3.04,10.48229033,503.1124,75.33961803,40909.41259,40909.41259,0,0,543,543,10.61911545,10.61911545,4.322006132,1.111857515,2.349687198,6.220813604
102,1,High,Mix,Spores,High Mix Spores,6,8,4,124,349,0,0,0,0,0,5.54,20.03615349,471.46,75.33961803,35635.63933,35635.63933,0,0,473,473,10.48110152,10.48110152,4.322006132,1.711994501,2.997538316,6.155834263
103,1,Low,No,No,Low No No,7,8,4,264,599,0,0,0,0,0,3,9.228456157,442.5084,75.33961803,65018.09036,65018.09036,0,0,863,863,11.08242082,11.08242082,4.322006132,1.098612289,2.222291771,6.092459447
104,1,High,No,Spores,High No Spores,8,8,4,83,373,0,0,0,0,1,2.95,24.36276436,571.66,75.33961803,34354.86582,34354.86582,0,0,456,456,10.44449894,10.44449894,4.322006132,1.08180517,3.193055916,6.348544409
106,2,Low,No,Spores,Low No Spores,10,8,4,143,348,0,0,0,0,0,3.31,14.72060301,478.8708,75.33961803,36991.75245,36991.75245,0,0,491,491,10.51845026,10.51845026,4.322006132,1.196948189,2.689248078,6.171430832
107,2,High,Mix,Spores,High Mix Spores,11,8,4,115,259,0,0,0,0,1,6.78,16.99869607,551.5956,75.33961803,28177.01714,28177.01714,0,0,374,374,10.24626193,10.24626193,4.322006132,1.913977102,2.833136639,6.312815169
108,2,Low,Mix,No,Low Mix No,12,8,4,160,453,0,0,0,0,0,2.97,9.281435066,472.8104,75.33961803,46183.18585,46183.18585,0,0,613,613,10.74037107,10.74037107,4.322006132,1.088561953,2.228016176,6.158694462
109,2,High,No,Spores,High No Spores,13,8,4,310,533,0,0,0,0,1,3.47,17.52848516,497.052,75.33961803,63511.298,63511.298,0,0,843,843,11.05897309,11.05897309,4.322006132,1.244154594,2.863827281,6.208694648
111,2,High,Mix,No,High Mix No,15,8,4,156,494,0,0,0,0,0,2.73,19.02955423,509.1728,75.33961803,48970.75172,48970.75172,0,0,650,650,10.7989785,10.7989785,4.322006132,1.004301609,2.945993256,6.232787448
112,2,Low,Mix,Spores,Low Mix Spores,16,8,4,130,316,0,0,0,0,0,2.6,7.356534723,509.1728,75.33961803,33601.46964,33601.46964,0,0,446,446,10.42232508,10.42232508,4.322006132,0.955511445,1.995588996,6.232787448
113,3,Low,No,No,Low No No,17,8,4,133,321,0,0,0,0,0,3.15,10.38901044,NA,75.33961803,34204.18659,34204.18659,0,0,454,454,10.44010333,10.44010333,4.322006132,1.147402453,2.340748559,NA
114,3,High,No,Spores,High No Spores,18,8,4,97,347,1,0,0,0,0,3.94,17.86401824,540.3475,75.33961803,33526.13002,33526.13002,0,0,445,445,10.42008041,10.42008041,4.322006132,1.371180723,2.882788536,6.292212451
115,3,Low,Mix,No,Low Mix No,19,8,4,157,417,0,0,0,0,3,2.65,11.66548595,440.1475,75.33961803,43244.94075,43244.94075,0,0,574,574,10.67463553,10.67463553,4.322006132,0.97455964,2.456634563,6.087109898
118,3,High,No,No,High No No,22,8,4,187,380,1,0,0,0,0,5.47,14.79124155,600.0788,75.33961803,42792.90304,42792.90304,0,0,568,568,10.66412755,10.66412755,4.322006132,1.699278616,2.694035218,6.39706098
119,3,Low,Mix,Spores,Low Mix Spores,23,8,4,75,256,0,0,0,0,0,3.67,6.40291437,377.5225,75.33961803,24937.41357,24937.41357,0,0,331,331,10.12412451,10.12412451,4.322006132,1.300191662,1.856753257,5.93363017
120,3,High,Mix,No,High Mix No,24,8,4,110,330,0,0,0,0,0,4.76,14.20847356,565.3975,75.33961803,33149.43193,33149.43193,0,0,440,440,10.40878086,10.40878086,4.322006132,1.560247668,2.653838516,6.337529024
121,4,Low,No,Spores,Low No Spores,25,8,4,110,338,0,0,0,0,0,5.35,8.218722878,515.2975,75.33961803,33752.14888,33752.14888,0,0,448,448,10.42679936,10.42679936,4.322006132,1.677096561,2.106414829,6.244744404
122,4,High,No,No,High No No,26,8,4,65,250,0,0,0,0,0,4.25,13.89007351,446.41,75.33961803,23731.97968,23731.97968,0,0,315,315,10.07457877,10.07457877,4.322006132,1.446918983,2.631174449,6.101237812
123,4,Low,Mix,No,Low Mix No,27,8,4,98,302,0,0,0,0,0,3.79,6.928976472,440.1475,75.33961803,30135.84721,30135.84721,0,0,400,400,10.31347068,10.31347068,4.322006132,1.332366019,1.935712107,6.087109898
124,4,High,Mix,Spores,High Mix Spores,28,8,4,87,268,0,0,0,0,0,5.18,14.19042541,529.4608,75.33961803,26745.5644,26745.5644,0,0,355,355,10.19412392,10.19412392,4.322006132,1.644805056,2.65256747,6.27185913
125,4,Low,No,No,Low No No,29,8,4,112,317,0,0,0,0,0,3.16,13.11269212,472.8104,75.33961803,32320.69614,32320.69614,0,0,429,429,10.38346305,10.38346305,4.322006132,1.150572028,2.573580625,6.158694462
126,4,Low,Mix,Spores,Low Mix Spores,30,8,4,50,209,0,0,0,0,0,3.9,13.11269212,446.41,75.33961803,19512.96107,19512.96107,0,0,259,259,9.878834194,9.878834194,4.322006132,1.360976553,2.573580625,6.101237812
127,4,High,No,Spores,High No Spores,31,8,4,56,279,0,0,0,0,0,4.72,16.89359254,479.3237809,75.33961803,25238.77204,25238.77204,0,0,335,335,10.13613666,10.13613666,4.322006132,1.5518088,2.82693441,6.172376321
128,4,High,Mix,No,High Mix No,32,8,4,90,204,0,0,0,0,0,3.43,14.66745491,502.7725,75.33961803,22149.8477,22149.8477,0,0,294,294,10.0055859,10.0055859,4.322006132,1.232560261,2.685631088,6.220137782
129,1,Low,Mix,Spores,Low Mix Spores,1,12,5,90,223,0,0,0,0,0,0.98,9.499080712,587.4725,75.33961803,23581.30044,23581.30044,0,0,313,313,10.06820932,10.06820932,4.322006132,-0.020202707,2.251195027,6.375829436
130,1,High,Mix,No,High Mix No,2,12,5,222,525,0,0,0,0,0,2.1,15.59458226,712.5002,75.33961803,56278.69467,56278.69467,0,0,747,747,10.93807132,10.93807132,4.322006132,0.741937345,2.746923563,6.568780193
132,1,High,No,No,High No No,4,12,5,202,427,0,0,0,0,0,2.28,13.08041397,581.5188,75.33961803,47388.61974,47388.61974,0,0,629,629,10.76613739,10.76613739,4.322006132,0.824175443,2.571115995,6.365643302
133,1,Low,Mix,No,Low Mix No,5,12,5,106,414,0,0,0,0,0,1.41,8.070164918,575.5651,75.33961803,39176.60138,39176.60138,0,0,520,520,10.57583494,10.57583494,4.322006132,0.343589704,2.088173918,6.355352341
